                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.2421,                0.82451,                 1.2353,                 0.8337,                0.63665,                0.74099,                0.46212,                 1.1957,                0.73796,                 1.2083,              0.0057006,              0.0057006,              0.0057006
                    155,                 1.2389,                0.82084,                 1.2325,                0.83403,                0.63662,                0.74108,                0.46219,                 1.1954,                0.73778,                  1.208,              0.0056723,              0.0056723,              0.0056723
                    156,                 1.2384,                0.81944,                 1.2353,                0.83354,                0.63713,                0.74124,                0.46224,                 1.1954,                0.73749,                 1.2078,               0.005644,               0.005644,               0.005644
                    157,                 1.2326,                 0.8173,                 1.2331,                0.83347,                 0.6373,                0.74132,                0.46235,                 1.1951,                0.73725,                 1.2074,              0.0056157,              0.0056157,              0.0056157
                    158,                 1.2379,                0.81789,                 1.2323,                0.83382,                0.63718,                0.74137,                0.46246,                 1.1949,                0.73697,                 1.2072,              0.0055874,              0.0055874,              0.0055874
                    159,                 1.2352,                0.81908,                 1.2337,                0.83443,                0.63705,                0.74154,                0.46271,                 1.1946,                0.73675,                 1.2069,              0.0055591,              0.0055591,              0.0055591
                    160,                 1.2386,                 0.8209,                 1.2333,                0.83421,                0.63748,                0.74165,                0.46294,                 1.1944,                0.73658,                 1.2065,              0.0055309,              0.0055309,              0.0055309
                    161,                 1.2335,                0.81557,                 1.2309,                0.83318,                0.63794,                0.74175,                0.46304,                 1.1942,                0.73626,                 1.2062,              0.0055026,              0.0055026,              0.0055026
                    162,                 1.2321,                0.81722,                 1.2314,                0.83339,                0.63797,                0.74181,                0.46312,                 1.1941,                  0.736,                 1.2059,              0.0054743,              0.0054743,              0.0054743
                    163,                 1.2366,                0.81968,                 1.2323,                0.83378,                0.63799,                0.74195,                0.46326,                 1.1938,                0.73575,                 1.2057,               0.005446,               0.005446,               0.005446
                    164,                 1.2326,                0.81616,                 1.2286,                0.83342,                 0.6383,                0.74206,                 0.4633,                 1.1937,                0.73553,                 1.2054,              0.0054177,              0.0054177,              0.0054177
                    165,                 1.2344,                0.81544,                 1.2268,                0.83389,                0.63821,                0.74228,                0.46351,                 1.1935,                0.73515,                  1.205,              0.0053894,              0.0053894,              0.0053894
                    166,                 1.2342,                0.81824,                 1.2315,                0.83448,                0.63809,                 0.7424,                0.46364,                 1.1932,                0.73501,                 1.2047,              0.0053611,              0.0053611,              0.0053611
                    167,                 1.2303,                0.81344,                 1.2277,                  0.834,                0.63841,                0.74251,                0.46367,                 1.1931,                0.73475,                 1.2044,              0.0053329,              0.0053329,              0.0053329
                    168,                 1.2339,                0.81698,                 1.2313,                0.83436,                0.63842,                0.74275,                0.46386,                 1.1929,                 0.7345,                 1.2041,              0.0053046,              0.0053046,              0.0053046
                    169,                 1.2333,                0.81688,                 1.2303,                0.83475,                0.63831,                0.74284,                0.46396,                 1.1927,                0.73428,                 1.2038,              0.0052763,              0.0052763,              0.0052763
                    170,                 1.2376,                0.81942,                 1.2296,                0.83461,                0.63842,                0.74293,                0.46402,                 1.1925,                0.73415,                 1.2035,               0.005248,               0.005248,               0.005248
                    171,                 1.2364,                0.81658,                 1.2269,                 0.8349,                0.63845,                0.74314,                0.46422,                  1.192,                  0.734,                 1.2031,              0.0052197,              0.0052197,              0.0052197
                    172,                 1.2339,                0.81717,                 1.2287,                0.83509,                0.63862,                0.74327,                0.46435,                 1.1918,                0.73373,                 1.2028,              0.0051914,              0.0051914,              0.0051914
                    173,                 1.2354,                 0.8174,                 1.2278,                0.83558,                0.63856,                0.74347,                0.46447,                 1.1917,                0.73355,                 1.2025,              0.0051631,              0.0051631,              0.0051631
                    174,                 1.2353,                0.81909,                 1.2295,                0.83586,                0.63854,                0.74365,                0.46461,                 1.1913,                0.73322,                 1.2021,              0.0051349,              0.0051349,              0.0051349
                    175,                 1.2328,                0.81495,                 1.2256,                0.83597,                0.63846,                0.74372,                0.46476,                 1.1911,                0.73301,                 1.2019,              0.0051066,              0.0051066,              0.0051066
                    176,                 1.2325,                  0.815,                 1.2253,                0.83472,                0.63932,                0.74388,                0.46495,                 1.1908,                0.73271,                 1.2015,              0.0050783,              0.0050783,              0.0050783
                    177,                 1.2317,                0.81476,                 1.2236,                0.83501,                 0.6394,                  0.744,                0.46507,                 1.1906,                0.73251,                 1.2012,                0.00505,                0.00505,                0.00505
                    178,                 1.2344,                0.81624,                 1.2248,                0.83508,                0.63936,                0.74406,                0.46512,                 1.1904,                0.73223,                 1.2009,              0.0050217,              0.0050217,              0.0050217
                    179,                 1.2339,                0.81548,                  1.224,                0.83495,                0.63932,                 0.7442,                0.46525,                   1.19,                0.73204,                 1.2006,              0.0049934,              0.0049934,              0.0049934
                    180,                 1.2311,                0.81468,                 1.2253,                0.83476,                0.63984,                0.74437,                0.46535,                 1.1898,                0.73175,                 1.2003,              0.0049651,              0.0049651,              0.0049651
                    181,                 1.2334,                 0.8143,                 1.2246,                0.83522,                0.63951,                 0.7444,                0.46543,                 1.1897,                0.73148,                 1.2001,              0.0049369,              0.0049369,              0.0049369
                    182,                 1.2328,                0.81564,                  1.224,                0.83491,                0.63993,                0.74457,                 0.4656,                 1.1895,                0.73122,                 1.1998,              0.0049086,              0.0049086,              0.0049086
                    183,                 1.2326,                0.81627,                 1.2231,                0.83498,                0.64009,                0.74463,                0.46578,                 1.1892,                0.73103,                 1.1995,              0.0048803,              0.0048803,              0.0048803
                    184,                 1.2285,                0.81007,                 1.2197,                0.83548,                0.64008,                0.74479,                0.46597,                 1.1889,                0.73074,                 1.1992,               0.004852,               0.004852,               0.004852
                    185,                  1.231,                0.81219,                 1.2199,                0.83601,                0.64001,                0.74501,                0.46619,                 1.1887,                 0.7304,                 1.1989,              0.0048237,              0.0048237,              0.0048237
                    186,                 1.2307,                0.81393,                 1.2239,                0.83616,                0.64003,                0.74508,                0.46631,                 1.1884,                0.73014,                 1.1987,              0.0047954,              0.0047954,              0.0047954
                    187,                 1.2323,                0.81302,                 1.2202,                 0.8361,                 0.6403,                0.74521,                0.46649,                 1.1881,                0.72975,                 1.1984,              0.0047671,              0.0047671,              0.0047671
                    188,                 1.2308,                0.81312,                 1.2232,                0.83514,                0.64103,                0.74531,                0.46658,                 1.1879,                0.72953,                 1.1981,              0.0047389,              0.0047389,              0.0047389
                    189,                 1.2314,                0.81416,                 1.2234,                0.83612,                0.64052,                0.74536,                0.46666,                 1.1877,                0.72922,                 1.1978,              0.0047106,              0.0047106,              0.0047106
                    190,                 1.2312,                0.81161,                 1.2187,                0.83622,                0.64061,                0.74549,                0.46686,                 1.1874,                0.72885,                 1.1974,              0.0046823,              0.0046823,              0.0046823
                    191,                 1.2274,                0.81119,                  1.219,                0.83644,                0.64071,                0.74566,                0.46701,                 1.1869,                 0.7286,                 1.1971,               0.004654,               0.004654,               0.004654
                    192,                 1.2279,                0.80968,                 1.2181,                0.83649,                0.64067,                0.74572,                0.46727,                 1.1866,                0.72831,                 1.1967,              0.0046257,              0.0046257,              0.0046257
                    193,                 1.2282,                0.81104,                 1.2185,                0.83648,                0.64084,                0.74585,                0.46739,                 1.1863,                0.72802,                 1.1964,              0.0045974,              0.0045974,              0.0045974
                    194,                 1.2329,                0.81293,                 1.2187,                0.83648,                0.64101,                0.74592,                0.46749,                 1.1861,                0.72775,                 1.1961,              0.0045691,              0.0045691,              0.0045691
                    195,                 1.2245,                0.80837,                 1.2164,                0.83652,                0.64109,                0.74593,                0.46764,                 1.1857,                0.72741,                 1.1957,              0.0045409,              0.0045409,              0.0045409
                    196,                 1.2282,                0.80979,                 1.2173,                0.83657,                0.64109,                0.74606,                0.46771,                 1.1856,                0.72712,                 1.1953,              0.0045126,              0.0045126,              0.0045126
                    197,                  1.229,                0.81104,                 1.2191,                 0.8367,                0.64111,                0.74616,                 0.4678,                 1.1854,                0.72681,                 1.1951,              0.0044843,              0.0044843,              0.0044843
                    198,                 1.2241,                0.80729,                 1.2148,                0.83669,                0.64126,                0.74626,                0.46801,                  1.185,                0.72657,                 1.1948,               0.004456,               0.004456,               0.004456
                    199,                 1.2271,                0.80931,                 1.2163,                0.83727,                0.64098,                0.74643,                 0.4682,                 1.1847,                0.72625,                 1.1945,              0.0044277,              0.0044277,              0.0044277
                    200,                 1.2217,                0.80539,                 1.2141,                0.83765,                0.64108,                0.74658,                0.46837,                 1.1846,                0.72597,                 1.1942,              0.0043994,              0.0043994,              0.0043994
                    201,                 1.2232,                0.80647,                 1.2161,                0.83783,                0.64094,                0.74661,                0.46847,                 1.1843,                0.72559,                  1.194,              0.0043711,              0.0043711,              0.0043711
                    202,                 1.2262,                0.80816,                 1.2151,                0.83731,                0.64138,                 0.7467,                0.46851,                 1.1841,                0.72531,                 1.1937,              0.0043429,              0.0043429,              0.0043429
                    203,                 1.2253,                0.81032,                 1.2179,                 0.8373,                0.64141,                0.74682,                0.46873,                 1.1836,                0.72503,                 1.1932,              0.0043146,              0.0043146,              0.0043146
                    204,                  1.227,                0.80839,                  1.215,                0.83729,                0.64161,                0.74692,                0.46878,                 1.1835,                0.72478,                  1.193,              0.0042863,              0.0042863,              0.0042863
                    205,                  1.221,                0.80374,                  1.213,                0.83792,                0.64154,                0.74721,                0.46885,                 1.1835,                0.72448,                 1.1927,               0.004258,               0.004258,               0.004258
                    206,                 1.2227,                0.80725,                 1.2142,                0.83757,                0.64182,                0.74731,                0.46901,                  1.183,                0.72421,                 1.1924,              0.0042297,              0.0042297,              0.0042297
                    207,                  1.225,                 0.8063,                 1.2148,                0.83748,                0.64202,                0.74747,                 0.4691,                 1.1828,                0.72381,                 1.1921,              0.0042014,              0.0042014,              0.0042014
                    208,                 1.2215,                0.80573,                 1.2126,                0.83745,                0.64223,                0.74769,                0.46922,                 1.1825,                 0.7235,                 1.1918,              0.0041731,              0.0041731,              0.0041731
                    209,                  1.222,                0.80433,                 1.2129,                0.83761,                0.64237,                0.74776,                0.46928,                 1.1823,                0.72316,                 1.1915,              0.0041449,              0.0041449,              0.0041449
                    210,                 1.2209,                0.80466,                  1.213,                0.83756,                0.64246,                0.74787,                0.46937,                 1.1822,                0.72297,                 1.1912,              0.0041166,              0.0041166,              0.0041166
                    211,                 1.2224,                0.80592,                 1.2127,                0.83727,                0.64272,                  0.748,                0.46957,                 1.1819,                 0.7227,                 1.1908,              0.0040883,              0.0040883,              0.0040883
                    212,                 1.2203,                0.80456,                 1.2113,                0.83806,                0.64225,                0.74815,                0.46968,                 1.1818,                0.72229,                 1.1905,                0.00406,                0.00406,                0.00406
                    213,                 1.2195,                0.80176,                 1.2095,                0.83797,                0.64255,                0.74835,                0.46974,                 1.1816,                0.72196,                 1.1902,              0.0040317,              0.0040317,              0.0040317
                    214,                  1.219,                0.80377,                 1.2128,                0.83825,                0.64258,                0.74839,                0.46987,                 1.1814,                0.72172,                   1.19,              0.0040034,              0.0040034,              0.0040034
                    215,                 1.2197,                0.80238,                 1.2116,                0.83779,                 0.6429,                0.74842,                 0.4699,                 1.1812,                0.72143,                 1.1897,              0.0039751,              0.0039751,              0.0039751
                    216,                 1.2176,                0.79957,                 1.2094,                0.83773,                0.64309,                0.74863,                0.47008,                  1.181,                0.72116,                 1.1893,              0.0039469,              0.0039469,              0.0039469
                    217,                 1.2178,                0.80161,                 1.2111,                0.83795,                0.64305,                0.74877,                0.47024,                 1.1808,                 0.7209,                  1.189,              0.0039186,              0.0039186,              0.0039186
                    218,                 1.2178,                0.80086,                 1.2097,                0.83819,                0.64285,                0.74865,                0.47023,                 1.1807,                 0.7206,                 1.1887,              0.0038903,              0.0038903,              0.0038903
                    219,                 1.2198,                0.80358,                 1.2118,                0.83701,                0.64375,                0.74885,                0.47037,                 1.1805,                0.72041,                 1.1885,               0.003862,               0.003862,               0.003862
                    220,                 1.2175,                 0.8019,                  1.208,                0.83703,                0.64379,                0.74896,                0.47044,                 1.1804,                0.72031,                 1.1881,              0.0038337,              0.0038337,              0.0038337
                    221,                 1.2159,                0.79965,                 1.2105,                0.83729,                0.64394,                0.74918,                0.47061,                 1.1802,                0.72015,                 1.1878,              0.0038054,              0.0038054,              0.0038054
                    222,                  1.216,                0.79908,                 1.2078,                 0.8374,                0.64402,                0.74915,                0.47061,                 1.1802,                0.71996,                 1.1876,              0.0037771,              0.0037771,              0.0037771
                    223,                 1.2184,                0.80207,                 1.2075,                0.83851,                0.64339,                0.74919,                0.47071,                 1.1798,                 0.7197,                 1.1873,              0.0037489,              0.0037489,              0.0037489
                    224,                 1.2149,                0.79898,                 1.2061,                 0.8386,                0.64336,                0.74929,                 0.4708,                 1.1797,                0.71955,                  1.187,              0.0037206,              0.0037206,              0.0037206
                    225,                 1.2166,                0.80127,                 1.2086,                 0.8386,                 0.6434,                0.74933,                0.47086,                 1.1796,                0.71943,                 1.1867,              0.0036923,              0.0036923,              0.0036923
                    226,                  1.215,                0.79772,                 1.2071,                0.83864,                0.64356,                0.74944,                0.47098,                 1.1795,                0.71918,                 1.1865,               0.003664,               0.003664,               0.003664
                    227,                 1.2152,                0.79911,                 1.2039,                0.83731,                0.64436,                 0.7495,                0.47106,                 1.1794,                0.71893,                 1.1862,              0.0036357,              0.0036357,              0.0036357
                    228,                 1.2131,                0.79741,                 1.2064,                0.83751,                0.64451,                 0.7496,                0.47106,                 1.1794,                0.71877,                 1.1859,              0.0036074,              0.0036074,              0.0036074
                    229,                 1.2168,                0.79947,                 1.2059,                0.83789,                0.64444,                0.74974,                0.47123,                 1.1793,                 0.7187,                 1.1856,              0.0035791,              0.0035791,              0.0035791
                    230,                 1.2143,                0.79731,                 1.2028,                0.83781,                0.64453,                0.74982,                0.47129,                 1.1791,                0.71863,                 1.1853,              0.0035509,              0.0035509,              0.0035509
                    231,                 1.2148,                0.79781,                 1.2071,                0.83765,                0.64473,                0.74981,                0.47143,                 1.1788,                0.71847,                  1.185,              0.0035226,              0.0035226,              0.0035226
                    232,                 1.2123,                0.79828,                 1.2042,                0.83788,                0.64465,                0.74997,                0.47152,                 1.1787,                0.71826,                 1.1846,              0.0034943,              0.0034943,              0.0034943
                    233,                  1.216,                0.79835,                  1.205,                0.83779,                0.64482,                0.74994,                0.47161,                 1.1786,                0.71809,                 1.1843,               0.003466,               0.003466,               0.003466
                    234,                 1.2136,                0.79669,                 1.2042,                0.83801,                0.64478,                   0.75,                 0.4717,                 1.1786,                0.71785,                 1.1841,              0.0034377,              0.0034377,              0.0034377
                    235,                 1.2118,                0.79516,                 1.2032,                 0.8375,                0.64536,                0.75018,                0.47183,                 1.1783,                0.71769,                 1.1838,              0.0034094,              0.0034094,              0.0034094
                    236,                 1.2135,                0.79617,                 1.2042,                0.83838,                  0.645,                0.75028,                0.47192,                 1.1781,                0.71756,                 1.1835,              0.0033811,              0.0033811,              0.0033811
                    237,                 1.2112,                0.79542,                 1.2026,                0.83815,                0.64518,                0.75043,                0.47207,                  1.178,                0.71746,                 1.1832,              0.0033529,              0.0033529,              0.0033529
                    238,                  1.211,                0.79517,                 1.2047,                0.83814,                0.64525,                0.75055,                0.47225,                 1.1779,                 0.7172,                 1.1829,              0.0033246,              0.0033246,              0.0033246
                    239,                 1.2134,                0.79552,                  1.203,                0.83848,                0.64522,                0.75057,                0.47241,                 1.1776,                0.71702,                 1.1827,              0.0032963,              0.0032963,              0.0032963
                    240,                 1.2088,                0.79289,                  1.201,                 0.8387,                0.64526,                 0.7506,                0.47246,                 1.1775,                 0.7169,                 1.1824,               0.003268,               0.003268,               0.003268
                    241,                  1.213,                0.79653,                 1.2021,                0.83862,                0.64544,                0.75077,                0.47266,                 1.1773,                0.71671,                 1.1822,              0.0032397,              0.0032397,              0.0032397
                    242,                 1.2092,                0.79316,                 1.2005,                0.83844,                0.64569,                0.75084,                0.47279,                 1.1772,                0.71652,                 1.1819,              0.0032114,              0.0032114,              0.0032114
                    243,                 1.2061,                  0.792,                 1.2016,                0.83923,                0.64552,                0.75091,                0.47289,                 1.1771,                0.71639,                 1.1816,              0.0031831,              0.0031831,              0.0031831
                    244,                 1.2096,                0.79286,                 1.2002,                0.83945,                0.64537,                0.75101,                0.47298,                 1.1769,                0.71626,                 1.1813,              0.0031549,              0.0031549,              0.0031549
                    245,                 1.2103,                0.79467,                 1.2024,                0.83907,                0.64581,                0.75112,                0.47315,                 1.1768,                0.71615,                  1.181,              0.0031266,              0.0031266,              0.0031266
                    246,                 1.2072,                 0.7911,                 1.1994,                0.83927,                0.64577,                0.75122,                0.47327,                 1.1765,                0.71599,                 1.1807,              0.0030983,              0.0030983,              0.0030983
                    247,                 1.2059,                0.78977,                 1.1988,                0.83958,                0.64587,                0.75138,                0.47342,                 1.1763,                0.71582,                 1.1804,                0.00307,                0.00307,                0.00307
                    248,                 1.2072,                 0.7903,                 1.1993,                0.83882,                0.64624,                0.75139,                0.47353,                 1.1761,                0.71562,                 1.1802,              0.0030417,              0.0030417,              0.0030417
                    249,                 1.2049,                0.79105,                 1.2002,                0.83894,                0.64645,                0.75152,                 0.4736,                 1.1759,                0.71556,                 1.1798,              0.0030134,              0.0030134,              0.0030134
                    250,                 1.2076,                0.79008,                 1.1994,                  0.839,                0.64659,                0.75164,                0.47368,                 1.1757,                0.71548,                 1.1794,              0.0029851,              0.0029851,              0.0029851
                    251,                 1.2079,                0.79064,                  1.198,                0.83906,                0.64651,                0.75162,                0.47376,                 1.1755,                0.71532,                 1.1792,              0.0029569,              0.0029569,              0.0029569
                    252,                 1.2061,                0.79144,                 1.1988,                0.83911,                0.64645,                0.75162,                0.47385,                 1.1754,                0.71519,                 1.1789,              0.0029286,              0.0029286,              0.0029286
                    253,                 1.2064,                0.79038,                 1.1988,                0.83924,                0.64665,                0.75171,                0.47384,                 1.1752,                0.71505,                 1.1786,              0.0029003,              0.0029003,              0.0029003
                    254,                 1.2062,                0.78912,                 1.1974,                0.83932,                0.64673,                0.75187,                0.47396,                  1.175,                0.71498,                 1.1784,               0.002872,               0.002872,               0.002872
                    255,                 1.2034,                0.78872,                 1.1962,                0.84001,                0.64638,                0.75186,                0.47409,                 1.1749,                0.71488,                 1.1781,              0.0028437,              0.0028437,              0.0028437
                    256,                 1.2061,                0.78879,                 1.1975,                0.83991,                0.64637,                0.75193,                0.47421,                 1.1748,                0.71469,                 1.1779,              0.0028154,              0.0028154,              0.0028154
                    257,                  1.203,                0.78826,                 1.1974,                0.83994,                0.64632,                0.75198,                0.47424,                 1.1748,                0.71452,                 1.1777,              0.0027871,              0.0027871,              0.0027871
                    258,                 1.2026,                0.78649,                 1.1973,                0.84017,                0.64627,                  0.752,                0.47436,                 1.1746,                0.71441,                 1.1775,              0.0027589,              0.0027589,              0.0027589
                    259,                 1.2027,                0.78692,                 1.1962,                0.84019,                0.64627,                0.75207,                0.47443,                 1.1744,                0.71428,                 1.1771,              0.0027306,              0.0027306,              0.0027306
                    260,                 1.2047,                0.78511,                  1.194,                0.83965,                0.64673,                0.75211,                0.47447,                 1.1742,                0.71416,                 1.1769,              0.0027023,              0.0027023,              0.0027023
                    261,                  1.201,                 0.7867,                 1.1959,                0.83972,                0.64677,                0.75219,                0.47454,                 1.1742,                0.71405,                 1.1766,               0.002674,               0.002674,               0.002674
                    262,                 1.1977,                0.78412,                 1.1958,                0.83989,                0.64678,                0.75223,                 0.4746,                  1.174,                0.71384,                 1.1764,              0.0026457,              0.0026457,              0.0026457
                    263,                 1.1989,                0.78314,                 1.1937,                0.84003,                0.64671,                0.75233,                0.47467,                 1.1739,                0.71369,                 1.1761,              0.0026174,              0.0026174,              0.0026174
                    264,                 1.2015,                0.78436,                 1.1942,                0.84064,                0.64648,                0.75233,                0.47474,                 1.1736,                0.71356,                 1.1758,              0.0025891,              0.0025891,              0.0025891
                    265,                 1.2031,                0.78678,                 1.1965,                0.84012,                0.64704,                0.75249,                0.47493,                 1.1735,                0.71337,                 1.1756,              0.0025609,              0.0025609,              0.0025609
                    266,                 1.1972,                 0.7822,                 1.1917,                0.84048,                0.64692,                0.75255,                0.47505,                 1.1733,                0.71326,                 1.1753,              0.0025326,              0.0025326,              0.0025326
                    267,                  1.201,                0.78576,                  1.194,                0.84098,                0.64687,                0.75264,                0.47519,                 1.1732,                0.71316,                 1.1751,              0.0025043,              0.0025043,              0.0025043
                    268,                 1.1999,                0.78446,                  1.195,                0.84153,                0.64667,                0.75278,                0.47522,                 1.1731,                0.71312,                 1.1748,               0.002476,               0.002476,               0.002476
                    269,                  1.196,                0.78134,                 1.1921,                0.84153,                0.64664,                0.75276,                0.47526,                 1.1729,                0.71289,                 1.1746,              0.0024477,              0.0024477,              0.0024477
                    270,                  1.196,                0.78044,                 1.1917,                0.84066,                0.64714,                 0.7528,                0.47538,                 1.1727,                0.71275,                 1.1743,              0.0024194,              0.0024194,              0.0024194
                    271,                 1.1979,                0.78237,                 1.1918,                0.84072,                0.64707,                0.75286,                0.47547,                 1.1725,                0.71254,                 1.1741,              0.0023911,              0.0023911,              0.0023911
                    272,                 1.1981,                0.78379,                 1.1919,                0.84106,                0.64688,                0.75288,                0.47549,                 1.1723,                 0.7125,                 1.1738,              0.0023629,              0.0023629,              0.0023629
                    273,                 1.1983,                0.78257,                 1.1918,                0.84113,                0.64689,                0.75299,                0.47559,                 1.1723,                 0.7124,                 1.1736,              0.0023346,              0.0023346,              0.0023346
                    274,                 1.1986,                0.78313,                 1.1934,                0.84036,                0.64731,                0.75303,                0.47565,                 1.1723,                0.71231,                 1.1734,              0.0023063,              0.0023063,              0.0023063
                    275,                 1.1958,                0.78082,                 1.1912,                0.84045,                0.64732,                 0.7531,                0.47578,                  1.172,                0.71222,                 1.1732,               0.002278,               0.002278,               0.002278
                    276,                 1.1951,                0.78094,                 1.1911,                0.84015,                0.64754,                0.75321,                0.47589,                 1.1719,                0.71209,                 1.1729,              0.0022497,              0.0022497,              0.0022497
                    277,                 1.1967,                0.78227,                 1.1899,                0.84074,                0.64713,                0.75322,                0.47593,                 1.1717,                0.71193,                 1.1727,              0.0022214,              0.0022214,              0.0022214
                    278,                 1.1946,                 0.7792,                 1.1894,                0.84072,                0.64729,                0.75342,                0.47599,                 1.1716,                0.71178,                 1.1725,              0.0021931,              0.0021931,              0.0021931
                    279,                 1.1943,                0.77936,                 1.1889,                 0.8408,                0.64748,                 0.7535,                0.47612,                 1.1715,                0.71171,                 1.1722,              0.0021649,              0.0021649,              0.0021649
                    280,                 1.1938,                0.77834,                 1.1889,                0.84042,                0.64772,                 0.7536,                0.47617,                 1.1715,                0.71158,                 1.1721,              0.0021366,              0.0021366,              0.0021366
                    281,                 1.1963,                 0.7803,                 1.1891,                0.84018,                0.64804,                0.75366,                 0.4762,                 1.1715,                0.71146,                 1.1719,              0.0021083,              0.0021083,              0.0021083
                    282,                 1.1923,                 0.7783,                 1.1891,                0.84036,                0.64802,                0.75371,                0.47638,                 1.1713,                0.71133,                 1.1716,                0.00208,                0.00208,                0.00208
                    283,                 1.1916,                0.77792,                   1.19,                0.84031,                0.64809,                0.75382,                0.47646,                 1.1713,                0.71127,                 1.1715,              0.0020517,              0.0020517,              0.0020517
                    284,                 1.1951,                 0.7777,                 1.1882,                0.84168,                0.64756,                0.75397,                0.47651,                 1.1712,                0.71107,                 1.1713,              0.0020234,              0.0020234,              0.0020234
                    285,                 1.1924,                0.77705,                 1.1876,                0.84022,                0.64841,                0.75398,                0.47649,                 1.1712,                0.71098,                 1.1711,              0.0019951,              0.0019951,              0.0019951
                    286,                 1.1926,                 0.7768,                 1.1872,                 0.8415,                0.64772,                0.75404,                0.47652,                 1.1711,                0.71085,                 1.1709,              0.0019669,              0.0019669,              0.0019669
                    287,                 1.1922,                 0.7761,                 1.1885,                0.84059,                0.64827,                0.75411,                0.47663,                  1.171,                0.71078,                 1.1707,              0.0019386,              0.0019386,              0.0019386
                    288,                 1.1926,                0.77658,                 1.1861,                0.84064,                0.64849,                0.75416,                0.47662,                 1.1709,                0.71063,                 1.1706,              0.0019103,              0.0019103,              0.0019103
                    289,                 1.1933,                0.77802,                  1.187,                0.84179,                0.64788,                0.75427,                0.47665,                  1.171,                0.71049,                 1.1704,               0.001882,               0.001882,               0.001882
                    290,                 1.1912,                0.77419,                 1.1881,                 0.8416,                0.64817,                0.75435,                0.47671,                 1.1708,                0.71029,                 1.1702,              0.0018537,              0.0018537,              0.0018537
                    291,                 1.1912,                0.77446,                 1.1868,                0.84184,                0.64801,                0.75441,                0.47685,                 1.1706,                0.71021,                 1.1699,              0.0018254,              0.0018254,              0.0018254
                    292,                 1.1917,                0.77576,                 1.1875,                0.84117,                0.64837,                0.75446,                0.47681,                 1.1706,                0.71011,                 1.1697,              0.0017971,              0.0017971,              0.0017971
                    293,                 1.1877,                0.77473,                 1.1853,                0.84151,                0.64837,                0.75456,                0.47689,                 1.1705,                0.71008,                 1.1695,              0.0017689,              0.0017689,              0.0017689
                    294,                  1.193,                0.77632,                 1.1849,                0.84037,                0.64915,                0.75468,                0.47696,                 1.1704,                0.70995,                 1.1693,              0.0017406,              0.0017406,              0.0017406
                    295,                 1.1909,                0.77421,                 1.1862,                0.84028,                0.64917,                0.75472,                0.47702,                 1.1701,                0.70988,                 1.1691,              0.0017123,              0.0017123,              0.0017123
                    296,                 1.1899,                 0.7754,                 1.1872,                0.84043,                0.64919,                0.75481,                0.47714,                 1.1699,                0.70977,                 1.1688,               0.001684,               0.001684,               0.001684
                    297,                 1.1863,                0.77277,                 1.1845,                0.84083,                0.64911,                0.75488,                0.47722,                 1.1698,                0.70961,                 1.1687,              0.0016557,              0.0016557,              0.0016557
                    298,                   1.19,                0.77427,                 1.1827,                0.84104,                0.64895,                0.75488,                 0.4773,                 1.1696,                0.70943,                 1.1684,              0.0016274,              0.0016274,              0.0016274
                    299,                 1.1816,                0.76857,                 1.1802,                0.84077,                0.64941,                0.75503,                0.47736,                 1.1695,                0.70935,                 1.1683,              0.0015991,              0.0015991,              0.0015991
                    300,                 1.1906,                0.77378,                 1.1837,                0.84109,                0.64917,                0.75512,                0.47747,                 1.1694,                0.70931,                 1.1681,              0.0015709,              0.0015709,              0.0015709
                    301,                 1.1878,                0.77097,                 1.1822,                0.84119,                0.64924,                0.75515,                0.47758,                 1.1693,                0.70916,                 1.1679,              0.0015426,              0.0015426,              0.0015426
                    302,                 1.1889,                0.77195,                 1.1826,                0.84127,                0.64907,                0.75515,                0.47764,                 1.1691,                0.70906,                 1.1677,              0.0015143,              0.0015143,              0.0015143
                    303,                 1.1865,                 0.7723,                 1.1831,                0.84149,                0.64924,                 0.7553,                0.47772,                  1.169,                0.70896,                 1.1675,               0.001486,               0.001486,               0.001486
                    304,                 1.1829,                0.76836,                 1.1817,                0.84113,                0.64949,                0.75535,                 0.4777,                  1.169,                0.70887,                 1.1674,              0.0014577,              0.0014577,              0.0014577
                    305,                 1.1798,                0.76694,                 1.1794,                0.84149,                0.64944,                 0.7554,                 0.4778,                 1.1688,                0.70872,                 1.1672,              0.0014294,              0.0014294,              0.0014294
                    306,                 1.1847,                  0.768,                 1.1787,                0.84124,                0.64955,                0.75546,                0.47791,                 1.1687,                 0.7086,                  1.167,              0.0014011,              0.0014011,              0.0014011
                    307,                 1.1834,                0.76677,                 1.1797,                0.84144,                 0.6496,                0.75557,                0.47796,                 1.1685,                0.70852,                 1.1667,              0.0013729,              0.0013729,              0.0013729
                    308,                 1.1829,                0.76911,                 1.1818,                0.84129,                0.64956,                0.75551,                0.47798,                 1.1685,                 0.7084,                 1.1666,              0.0013446,              0.0013446,              0.0013446
                    309,                 1.1823,                0.76977,                 1.1812,                0.84166,                 0.6496,                0.75567,                0.47808,                 1.1684,                0.70834,                 1.1664,              0.0013163,              0.0013163,              0.0013163
